"","ADres"
"Otu00001",-9.84937058954028
"Otu00029",0.0705906042146579
"Otu00018",0.0715400356277492
"Otu00057",0.100503781525921
"Otu00023",0.100503781525921
"Otu00002",0.100503781525921
"Otu00046",0.100503781525921
"Otu00003",0.100503781525921
"Otu00213",0.100503781525921
"Otu00015",0.100503781525921
"Otu00007",0.100503781525921
"Otu00049",0.100503781525921
"Otu00083",0.100503781525921
"Otu00203",0.100503781525921
"Otu00207",0.100503781525921
"Otu00028",0.100503781525921
"Otu00013",0.100503781525921
"Otu00300",0.100503781525921
"Otu00033",0.100503781525921
"Otu00171",0.100503781525921
"Otu00073",0.100503781525921
"Otu00108",0.100503781525921
"Otu00075",0.100503781525921
"Otu00014",0.100503781525921
"Otu00101",0.100503781525921
"Otu00005",0.100503781525921
"Otu00027",0.100503781525921
"Otu00154",0.100503781525921
"Otu00077",0.100503781525921
"Otu00036",0.100503781525921
"Otu00035",0.100503781525921
"Otu00006",0.100503781525921
"Otu00050",0.100503781525921
"Otu00559",0.100503781525921
"Otu00056",0.100503781525921
"Otu00022",0.100503781525921
"Otu00009",0.100503781525921
"Otu00393",0.100503781525921
"Otu00024",0.100503781525921
"Otu00189",0.100503781525921
"Otu00012",0.100503781525921
"Otu00011",0.100503781525921
"Otu00162",0.100503781525921
"Otu00346",0.100503781525921
"Otu00090",0.100503781525921
"Otu00111",0.100503781525921
"Otu00048",0.100503781525921
"Otu00194",0.100503781525921
"Otu00119",0.100503781525921
"Otu00020",0.100503781525921
"Otu00039",0.100503781525921
"Otu00044",0.100503781525921
"Otu00081",0.100503781525921
"Otu00275",0.100503781525921
"Otu00184",0.100503781525921
"Otu00099",0.100503781525921
"Otu00059",0.100503781525921
"Otu00040",0.100503781525921
"Otu00160",0.100503781525921
"Otu00010",0.100503781525921
"Otu00512",0.100503781525921
"Otu00008",0.100503781525921
"Otu00004",0.100503781525921
"Otu00107",0.100503781525921
"Otu00053",0.100503781525921
"Otu00078",0.100503781525921
"Otu00110",0.100503781525921
"Otu00091",0.100503781525921
"Otu00491",0.100503781525921
"Otu00069",0.100503781525921
"Otu00079",0.100503781525921
"Otu00037",0.100503781525921
"Otu00178",0.100503781525921
"Otu00038",0.100503781525921
"Otu00041",0.100503781525921
"Otu00092",0.100503781525921
"Otu00234",0.100503781525921
"Otu00514",0.100503781525921
"Otu00058",0.100503781525921
"Otu00047",0.100503781525921
"Otu00067",0.100503781525921
"Otu00043",0.100503781525921
"Otu00085",0.100503781525921
"Otu00054",0.100503781525921
"Otu00122",0.100503781525921
"Otu00068",0.100503781525921
"Otu00088",0.100503781525921
"Otu00126",0.100503781525921
"Otu00096",0.100503781525921
"Otu00031",0.100503781525921
"Otu00034",0.100503781525921
"Otu00131",0.100503781525921
"Otu00061",0.100503781525921
"Otu00324",0.100503781525921
"Otu00285",0.100503781525921
"Otu00045",0.100503781525921
"Otu00032",0.100503781525921
"Otu00120",0.100503781525921
"Otu00264",0.100503781525921
"Otu00607",0.100503781525921
