"","Otu000153","Otu000226","Otu000645","Otu000460","Otu000620","Otu000115","Otu000359","Otu000169","Otu000334","Otu000186","Otu000121","Otu000211","Otu000124","Otu000013","Otu000284","Otu000095","Otu000060","Otu000108","Otu000375","Otu000079","Otu000046","Otu000038","Otu000084","Otu000331","Otu000042","Otu000454","Otu000117","Otu000165","Otu000183","Otu000012","Otu000394","Otu000391","Otu000035","Otu000201","Otu000378","Otu001162","Otu000071","Otu000800","Otu000103","Otu000288","Otu000099","Otu000349","Otu000100","Otu000175","Otu000185","Otu000252","Otu000385","Otu000039","Otu000150","Otu000179"
"79",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,209,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,485,491,519,540,568,582,589,596,617,631,673,680,687
"80",1,22,29,36,43,57,78,99,106,113,120,134,156,177,190,197,205,211,225,232,240,253,274,288,303,309,330,344,351,359,386,393,409,414,421,449,464,484,491,519,540,568,582,589,596,617,632,673,680,687
"81",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,205,211,225,232,240,253,274,288,303,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"82",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,242,253,274,288,302,309,330,344,351,358,386,393,412,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"83",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,205,211,225,233,242,253,274,288,302,309,330,344,351,360,386,393,410,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"84",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,464,484,491,519,540,568,582,590,596,617,631,674,680,687
"85",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,352,359,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,632,673,680,687
"86",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,211,225,232,239,255,274,288,306,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,618,631,673,680,687
"87",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,358,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,680,687
"88",1,22,29,36,43,57,78,99,106,113,120,134,156,179,190,197,204,211,225,232,242,253,274,288,303,309,330,344,351,359,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,631,676,680,687
"89",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,464,486,491,519,540,568,582,589,596,617,631,673,680,687
"90",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,234,244,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,464,484,491,519,540,568,582,590,596,617,631,674,680,687
"91",1,22,29,36,43,57,78,99,106,113,121,134,155,178,190,197,204,211,225,232,239,253,274,288,303,309,330,344,352,360,386,393,413,414,424,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"92",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,232,242,253,274,288,302,309,330,344,351,360,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,680,687
"93",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,206,211,225,232,239,253,274,288,302,309,330,344,351,364,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"94",1,22,29,36,43,57,78,99,106,113,120,135,155,177,190,197,204,211,225,233,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"95",1,22,29,36,43,61,78,99,106,113,120,134,155,177,190,197,204,211,225,232,241,253,274,288,302,309,330,344,351,358,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"96",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,362,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"97",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,197,204,211,225,232,239,253,275,288,303,309,332,344,351,359,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,680,687
"98",1,22,29,36,43,57,78,99,106,113,121,134,155,176,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,363,386,393,413,414,421,449,463,484,491,519,540,568,582,589,600,617,631,673,681,687
"99",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,205,211,225,232,239,253,274,288,302,309,330,344,352,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,681,687
"100",1,22,29,36,43,57,78,99,106,114,120,134,155,177,190,197,204,211,226,232,242,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,582,589,596,617,632,673,680,687
"101",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,234,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,465,484,491,519,540,568,582,589,596,617,632,673,680,687
"102",1,22,29,36,43,57,78,99,106,113,120,134,155,180,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,464,484,491,519,541,568,582,589,596,617,631,673,680,688
"103",7,22,29,36,43,57,78,99,106,113,120,134,155,176,190,198,204,213,225,232,239,253,274,288,302,309,331,344,351,360,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,677,680,687
"104",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,200,204,213,225,232,239,256,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"105",1,22,29,36,43,57,78,99,106,113,120,135,155,177,190,197,205,211,225,234,239,253,274,288,302,309,330,344,351,359,386,393,408,414,421,449,464,484,491,519,540,569,582,589,596,617,632,673,681,687
"106",1,22,29,36,43,57,78,99,106,113,120,134,156,180,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,679,680,687
"107",1,22,29,36,43,63,78,100,106,113,120,134,155,177,190,197,204,211,225,232,240,253,274,288,303,309,330,344,352,359,386,393,407,414,421,449,463,484,491,519,540,568,582,590,596,617,631,675,680,687
"108",7,22,29,36,43,57,78,99,106,113,120,134,156,178,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,676,680,687
"109",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,233,239,253,277,288,302,309,330,344,351,359,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"110",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,413,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"111",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,359,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,674,680,687
"112",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,212,225,233,239,257,274,288,302,309,330,344,351,359,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,673,680,687
"113",1,22,29,36,43,57,78,99,106,113,120,135,155,177,190,197,204,211,225,233,239,253,274,288,302,309,331,344,351,360,386,393,408,414,421,449,464,484,491,519,540,568,582,589,596,617,632,673,680,687
"114",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,237,239,253,274,288,302,309,330,344,351,358,386,393,408,414,421,449,464,484,491,519,540,568,582,590,596,617,631,673,680,687
"115",1,22,29,36,43,57,78,99,106,113,120,134,155,182,190,197,204,212,225,232,240,254,274,288,302,309,330,344,351,359,386,393,412,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"116",1,22,29,36,43,57,78,99,106,113,121,136,156,179,190,197,204,211,225,232,242,253,274,288,303,309,330,344,351,361,386,393,407,414,421,449,463,484,491,519,540,568,583,589,596,617,631,676,680,687
"117",1,22,29,36,43,57,78,99,106,113,120,134,155,179,190,198,204,212,225,232,240,254,274,288,302,309,331,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"118",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,464,484,492,519,540,568,582,589,596,617,632,673,680,687
"119",1,22,29,36,43,57,78,99,106,114,120,134,155,180,190,197,204,211,225,232,239,253,274,288,302,309,330,344,351,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,690
"120",1,22,29,36,43,57,78,99,106,113,120,134,155,178,190,197,204,211,225,232,239,253,279,288,302,309,330,344,351,363,386,393,407,414,421,449,464,484,491,519,540,568,582,589,596,617,631,674,680,687
"121",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,205,211,225,232,239,254,274,288,302,309,330,344,354,358,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"122",1,22,29,36,43,57,78,99,106,113,121,134,156,176,190,197,204,211,225,232,239,253,274,288,303,309,330,344,351,360,388,393,407,414,421,449,463,484,491,519,540,568,582,589,597,617,631,679,680,687
"123",1,22,29,36,43,57,78,99,106,113,120,134,155,176,190,197,204,211,225,232,240,253,274,288,302,309,330,344,351,360,386,393,413,414,421,449,464,484,491,519,540,568,582,589,596,617,631,674,680,687
"124",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,204,211,225,234,239,253,274,288,302,309,330,344,351,360,386,393,409,414,421,449,463,484,497,519,540,568,582,589,596,617,631,673,681,687
"125",2,22,29,36,43,57,78,99,106,113,120,134,155,177,191,197,204,211,225,232,239,253,274,288,302,309,330,344,351,361,386,393,409,414,421,449,463,484,491,519,540,568,582,589,596,617,631,673,680,687
"126",1,22,29,36,43,57,78,99,106,113,120,134,155,177,190,197,206,211,225,232,239,253,274,288,303,309,330,344,351,359,386,393,408,414,421,449,463,484,491,519,540,568,583,589,596,617,631,675,680,687
"127",1,22,29,36,43,57,78,99,106,113,120,134,156,182,190,197,204,211,225,232,239,254,274,288,302,309,332,344,351,364,386,393,407,414,421,449,463,484,491,519,540,568,582,589,596,618,631,673,680,687
