"","label_dat"
"1",1.21288147622726
"2",1.21288147622726
"3",0.0611141829106958
"4",-1.09065311040587
"5",1.21288147622726
"6",0.0611141829106958
"7",-1.09065311040587
"8",1.21288147622726
"9",-1.09065311040587
"10",0.0611141829106958
"11",-1.09065311040587
"12",-1.09065311040587
"13",0.0611141829106958
"14",0.0611141829106958
"15",-1.09065311040587
"16",1.21288147622726
"17",1.21288147622726
"18",1.21288147622726
"19",-1.09065311040587
"20",1.21288147622726
"21",-1.09065311040587
"22",-1.09065311040587
"23",0.0611141829106958
"24",0.0611141829106958
"25",0.0611141829106958
"26",-1.09065311040587
"27",-1.09065311040587
"28",1.21288147622726
"29",-1.09065311040587
"30",1.21288147622726
"31",-1.09065311040587
"32",1.21288147622726
"33",-1.09065311040587
"34",-1.09065311040587
"35",1.21288147622726
"36",1.21288147622726
"37",1.21288147622726
"38",-1.09065311040587
"39",1.21288147622726
"40",1.21288147622726
"41",0.0611141829106958
"42",1.21288147622726
"43",0.0611141829106958
"44",1.21288147622726
"45",-1.09065311040587
"46",-1.09065311040587
"47",1.21288147622726
"48",-1.09065311040587
"49",0.0611141829106958
"50",1.21288147622726
"51",-1.09065311040587
"52",1.21288147622726
"53",1.21288147622726
"54",-1.09065311040587
"55",-1.09065311040587
"56",-1.09065311040587
"57",1.21288147622726
"58",-1.09065311040587
"59",1.21288147622726
"60",-1.09065311040587
"61",-1.09065311040587
"62",1.21288147622726
"63",-1.09065311040587
"64",1.21288147622726
"65",1.21288147622726
"66",1.21288147622726
"67",1.21288147622726
"68",1.21288147622726
"69",1.21288147622726
"70",1.21288147622726
"71",1.21288147622726
"72",1.21288147622726
"73",1.21288147622726
"74",-1.09065311040587
"75",1.21288147622726
"76",-1.09065311040587
"77",1.21288147622726
"78",-1.09065311040587
"79",-1.09065311040587
"80",-1.09065311040587
"81",1.21288147622726
"82",-1.09065311040587
"83",-1.09065311040587
"84",1.21288147622726
"85",-1.09065311040587
"86",1.21288147622726
"87",1.21288147622726
"88",1.21288147622726
"89",-1.09065311040587
"90",-1.09065311040587
"91",1.21288147622726
"92",-1.09065311040587
"93",1.21288147622726
"94",1.21288147622726
"95",1.21288147622726
"96",1.21288147622726
"97",1.21288147622726
"98",1.21288147622726
"99",-1.09065311040587
"100",1.21288147622726
"101",-1.09065311040587
